nodename1,nodename2,weight
Duke Energy,'The Bank of  New York Mellon Trust Company',1
'Duke Energy Corporation','N.A.',1
Duke Energy,'N.A.',1
'Duke Energy Corporation','Trustee',1
Duke Energy,'Trustee',1
'Duke Energy Corporation','Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Florida',1
'Duke Energy Florida','DEFPF',1
Duke Energy,'DEFPF',1
Duke Energy,'Duke Energy Florida,1
'Duke Energy Florida,Inc.',1
Duke Energy,Inc.',1
'Duke Energy Florida,'Florida Power Corporation',1
Duke Energy,'Florida Power Corporation',1
'Duke Energy Florida,'Bank',1
Duke Energy,'Bank',1
'Duke Energy Florida,'New York Mellon Trust Company',1
Duke Energy,'New York Mellon Trust Company',1
'Duke Energy Florida,'National Association',1
Duke Energy,'National Association',1
'Duke Energy Florida,'J.P. Morgan Trust Company',1
Duke Energy,'J.P. Morgan Trust Company',1
'Duke Energy Florida,'National Association',1
Duke Energy,'National Association',1
'Duke Energy Florida,'Trustee',1
Duke Energy,'Trustee',1
Duke Energy,'Duke Energy Florida,1
'Duke Energy Florida,Inc.’s',1
Duke Energy,Inc.’s',1
'Duke Energy Florida,'Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy Florida,'Florida Power Corporation',1
Duke Energy,'Florida Power Corporation',1
Duke Energy,'Duke Energy Florida,1
'Duke Energy Florida,Inc.’s',1
Duke Energy,Inc.’s',1
'Duke Energy Florida,'Florida Power  Corporation',1
Duke Energy,'Florida Power  Corporation',1
Duke Energy,'Duke Energy Florida,1
'Duke Energy Florida,Inc.’s',1
Duke Energy,Inc.’s',1
'Duke Energy Florida,'Florida Power Corporation',1
Duke Energy,'Florida Power Corporation',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
'Duke Energy Indiana','PSI  Energy,1
Duke Energy,'PSI  Energy,1
'Duke Energy Indiana',Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
'Duke Energy Indiana','PSI  Energy,1
Duke Energy,'PSI  Energy,1
'Duke Energy Indiana',Inc.',1
Duke Energy,Inc.',1
'Duke Energy Indiana','Cinergy Corp.',1
Duke Energy,'Cinergy Corp.',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
'Duke Energy Indiana','PSI Energy',1
Duke Energy,'PSI Energy',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
'Duke Energy Indiana','PSI Energy,1
Duke Energy,'PSI Energy,1
'Duke Energy Indiana',Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
'Duke Energy Indiana','PSI Energy,1
Duke Energy,'PSI Energy,1
'Duke Energy Indiana',Inc.',1
Duke Energy,Inc.',1
'Duke Energy Indiana','Deutsche Bank National Trust Company',1
Duke Energy,'Deutsche Bank National Trust Company',1
Duke Energy,'Duke Energy Indiana’s',1
'Duke Energy Indiana’s','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'Duke Energy International Group',1
'Duke Energy International Group','Duke Energy International',1
Duke Energy,'Duke Energy International',1
Duke Energy,'Duke Energy Master Retirement Trust',1
'Duke Energy Master Retirement Trust','Piedmont Pension Assets',1
Duke Energy,'Piedmont Pension Assets',1
Duke Energy,'Duke Energy Merchants',1
'Duke Energy Merchants','MTBE',1
Duke Energy,'MTBE',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','CCR',1
Duke Energy,'CCR',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Duke   Energy Florida',1
Duke Energy,'Duke   Energy Florida',1
'Duke Energy Progress','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Progress','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy Progress','DERF',1
Duke Energy,'DERF',1
'Duke Energy Progress','DEPR',1
Duke Energy,'DEPR',1
'Duke Energy Progress','DEFR',1
Duke Energy,'DEFR',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy Progress','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Duke',1
Duke Energy,'Duke',1
'Duke Energy Progress','Energy Florida',1
Duke Energy,'Energy Florida',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Inc.’s',1
Duke Energy,'Inc.’s',1
'Duke Energy Progress','Carolina Power  & Light Company',1
Duke Energy,'Carolina Power  & Light Company',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Inc.’s',1
Duke Energy,'Inc.’s',1
'Duke Energy Progress','Carolina Power & Light Company',1
Duke Energy,'Carolina Power & Light Company',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','Inc.’s',1
Duke Energy,'Inc.’s',1
'Duke Energy Progress','Carolina',1
Duke Energy,'Carolina',1
'Duke Energy Progress','Power & Light Company',1
Duke Energy,'Power & Light Company',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','JDA',1
Duke Energy,'JDA',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','LLC Duke Energy Florida',1
Duke Energy,'LLC Duke Energy Florida',1
'Duke Energy Progress','LLC Duke Energy',1
Duke Energy,'LLC Duke Energy',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','NCUC',1
Duke Energy,'NCUC',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','NCUC',1
Duke Energy,'NCUC',1
'Duke Energy Progress','PSCSC',1
Duke Energy,'PSCSC',1
'Duke Energy Progress','NRC',1
Duke Energy,'NRC',1
'Duke Energy Progress','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','North  Carolina Utilities Commission',1
Duke Energy,'North  Carolina Utilities Commission',1
'Duke Energy Progress','NCUC',1
Duke Energy,'NCUC',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','PSCSC',1
Duke Energy,'PSCSC',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Progress','PSCSC',1
Duke Energy,'PSCSC',1
'Duke Energy Progress','NRC',1
Duke Energy,'NRC',1
'Duke Energy Progress','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy Progress,1
'Duke Energy Progress,Inc.',1
Duke Energy,Inc.',1
'Duke Energy Progress,'Carolina Power & Light Company',1
Duke Energy,'Carolina Power & Light Company',1
'Duke Energy Progress,'The Bank of New York Mellon',1
Duke Energy,'The Bank of New York Mellon',1
'Duke Energy Progress,'The Chase Manhattan Bank',1
Duke Energy,'The Chase Manhattan Bank',1
'Duke Energy Progress,'Trustee',1
Duke Energy,'Trustee',1
Duke Energy,'Duke Energy Progress,1
'Duke Energy Progress,Inc.',1
Duke Energy,Inc.',1
'Duke Energy Progress,'North  Carolina',1
Duke Energy,'North  Carolina',1
'Duke Energy Progress,'Eastern Municipal Power Agency',1
Duke Energy,'Eastern Municipal Power Agency',1
'Duke Energy Progress,'Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Receivables Finance Company',1
'Duke Energy Receivables Finance Company','LLC',1
Duke Energy,'LLC',1
'Duke Energy Receivables Finance Company','DHHS',1
Duke Energy,'DHHS',1
Duke Energy,'Duke Energy Registrants',1
'Duke Energy Registrants','CSAPR',1
Duke Energy,'CSAPR',1
Duke Energy,'Duke Energy SAM',1
'Duke Energy SAM','LLC',1
Duke Energy,'LLC',1
'Duke Energy SAM','Consolidated Financial Statements',1
Duke Energy,'Consolidated Financial Statements',1
'Duke Energy SAM','II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
Duke Energy,'II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
'Duke Energy SAM','Board of   Directors',1
Duke Energy,'Board of   Directors',1
'Duke Energy SAM','Duke Energy Indiana',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy SAM','LLC',1
Duke Energy,'LLC',1
'Duke Energy SAM','Duke Energy Indiana',1
Duke Energy,'Duke Energy Indiana',1
'Duke Energy SAM','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Duke Energy SAM',1
'Duke Energy SAM','LLC',1
Duke Energy,'LLC',1
'Duke Energy SAM','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy SAM','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy SAM','Dynegy Resource I,1
Duke Energy,'Dynegy Resource I,1
'Duke Energy SAM',LLC',1
Duke Energy,LLC',1
'Duke Energy SAM','Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Subsidiaries',1
'Duke Energy Subsidiaries','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'Duke Energy Subsidiaries','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','ACP',1
Duke Energy,'ACP',1
Duke Energy,'Duke Energy',1
'Duke Energy','ARO',1
Duke Energy,'ARO',1
Duke Energy,'Duke Energy',1
'Duke Energy','ASR',1
Duke Energy,'ASR',1
Duke Energy,'Duke Energy',1
'Duke Energy','ASRP',1
Duke Energy,'ASRP',1
Duke Energy,'Duke Energy',1
'Duke Energy','American Electric Power',1
Duke Energy,'American Electric Power',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Pioneer',1
Duke Energy,'Pioneer',1
Duke Energy,'Duke Energy',1
'Duke Energy','BCWF',1
Duke Energy,'BCWF',1
Duke Energy,'Duke Energy',1
'Duke Energy','Board of Directors',1
Duke Energy,'Board of Directors',1
Duke Energy,'Duke Energy',1
'Duke Energy','Brunswick Steam Electric Plant',1
Duke Energy,'Brunswick Steam Electric Plant',1
Duke Energy,'Duke Energy',1
'Duke Energy','CCR',1
Duke Energy,'CCR',1
Duke Energy,'Duke Energy',1
'Duke Energy','CRC',1
Duke Energy,'CRC',1
Duke Energy,'Duke Energy',1
'Duke Energy','CTG',1
Duke Energy,'CTG',1
Duke Energy,'Duke Energy',1
'Duke Energy','CTG',1
Duke Energy,'CTG',1
'Duke Energy','I Squared Capital',1
Duke Energy,'I Squared Capital',1
Duke Energy,'Duke Energy',1
'Duke Energy','Cape Fear',1
Duke Energy,'Cape Fear',1
Duke Energy,'Duke Energy',1
'Duke Energy','Carolinas’ Consolidated Balance Sheets',1
Duke Energy,'Carolinas’ Consolidated Balance Sheets',1
Duke Energy,'Duke Energy',1
'Duke Energy','Constitution Pipeline',1
Duke Energy,'Constitution Pipeline',1
'Duke Energy','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Duke Energy',1
'Duke Energy','Customer Connect Program',1
Duke Energy,'Customer Connect Program',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke  Energy',1
Duke Energy,'Duke  Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke  Energy’s Consolidated Balance Sheets',1
Duke Energy,'Duke  Energy’s Consolidated Balance Sheets',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy','Progress Energy',1
Duke Energy,'Progress Energy',1
'Duke Energy','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy','Progress Energy',1
Duke Energy,'Progress Energy',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy Progress’',1
Duke Energy,'Duke Energy Progress’',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','ASR',1
Duke Energy,'ASR',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'Duke Energy','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'Duke Energy',1
'Duke Energy','Duke',1
Duke Energy,'Duke',1
Duke Energy,'Duke Energy',1
'Duke Energy','EDA',1
Duke Energy,'EDA',1
Duke Energy,'Duke Energy',1
'Duke Energy','EPA',1
Duke Energy,'EPA',1
'Duke Energy','EPA',1
Duke Energy,'EPA',1
Duke Energy,'Duke Energy',1
'Duke Energy','Electric  Utilities',1
Duke Energy,'Electric  Utilities',1
Duke Energy,'Duke Energy',1
'Duke Energy','Equity Forwards',1
Duke Energy,'Equity Forwards',1
'Duke Energy','Barclays',1
Duke Energy,'Barclays',1
Duke Energy,'Duke Energy',1
'Duke Energy','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy',1
'Duke Energy','Fortune magazine’s',1
Duke Energy,'Fortune magazine’s',1
Duke Energy,'Duke Energy',1
'Duke Energy','Gas Utilities',1
Duke Energy,'Gas Utilities',1
Duke Energy,'Duke Energy',1
'Duke Energy','Goldman,1
Duke Energy,'Goldman,1
'Duke Energy',Sachs & Co.',1
Duke Energy,Sachs & Co.',1
'Duke Energy','JPMorgan Chase Bank',1
Duke Energy,'JPMorgan Chase Bank',1
'Duke Energy','National Association',1
Duke Energy,'National Association',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','ASR',1
Duke Energy,'ASR',1
Duke Energy,'Duke Energy',1
'Duke Energy','Human Resources at Domtar Inc.',1
Duke Energy,'Human Resources at Domtar Inc.',1
Duke Energy,'Duke Energy',1
'Duke Energy','IURC',1
Duke Energy,'IURC',1
Duke Energy,'Duke Energy',1
'Duke Energy','Inc.’s',1
Duke Energy,'Inc.’s',1
Duke Energy,'Duke Energy',1
'Duke Energy','International Energy',1
Duke Energy,'International Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','International',1
Duke Energy,'International',1
Duke Energy,'Duke Energy',1
'Duke Energy','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Duke Energy',1
'Duke Energy','Liabilities',1
Duke Energy,'Liabilities',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'Duke Energy',1
'Duke Energy','MVP',1
Duke Energy,'MVP',1
Duke Energy,'Duke Energy',1
'Duke Energy','NCDEQ',1
Duke Energy,'NCDEQ',1
'Duke Energy','NCDEQ',1
Duke Energy,'NCDEQ',1
Duke Energy,'Duke Energy',1
'Duke Energy','NCUC',1
Duke Energy,'NCUC',1
Duke Energy,'Duke Energy',1
'Duke Energy','NMC',1
Duke Energy,'NMC',1
Duke Energy,'Duke Energy',1
'Duke Energy','NMC',1
Duke Energy,'NMC',1
'Duke Energy','NMC',1
Duke Energy,'NMC',1
Duke Energy,'Duke Energy',1
'Duke Energy','NPNS',1
Duke Energy,'NPNS',1
Duke Energy,'Duke Energy',1
'Duke Energy','NRC',1
Duke Energy,'NRC',1
'Duke Energy','NRC',1
Duke Energy,'NRC',1
Duke Energy,'Duke Energy',1
'Duke Energy','NYSE',1
Duke Energy,'NYSE',1
Duke Energy,'Duke Energy',1
'Duke Energy','New Hanover County Superior Court',1
Duke Energy,'New Hanover County Superior Court',1
'Duke Energy','Duke Energy Progress’ Sutton Steam Plant',1
Duke Energy,'Duke Energy Progress’ Sutton Steam Plant',1
Duke Energy,'Duke Energy',1
'Duke Energy','Nieman v. Duke Energy Corporation',1
Duke Energy,'Nieman v. Duke Energy Corporation',1
Duke Energy,'Duke Energy',1
'Duke Energy','OVEC',1
Duke Energy,'OVEC',1
Duke Energy,'Duke Energy',1
'Duke Energy','Operation',1
Duke Energy,'Operation',1
'Duke Energy','Operations',1
Duke Energy,'Operations',1
Duke Energy,'Duke Energy',1
'Duke Energy','Operations',1
Duke Energy,'Operations',1
Duke Energy,'Duke Energy',1
'Duke Energy','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'Duke Energy',1
'Duke Energy','Progress Energy',1
Duke Energy,'Progress Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','Registration',1
Duke Energy,'Registration',1
'Duke Energy','SEC',1
Duke Energy,'SEC',1
Duke Energy,'Duke Energy',1
'Duke Energy','Resource Conservation',1
Duke Energy,'Resource Conservation',1
Duke Energy,'Duke Energy',1
'Duke Energy','SAB',1
Duke Energy,'SAB',1
Duke Energy,'Duke Energy',1
'Duke Energy','Spectra Capital',1
Duke Energy,'Spectra Capital',1
'Duke Energy','Spectra Capital',1
Duke Energy,'Spectra Capital',1
Duke Energy,'Duke Energy',1
'Duke Energy','Spectra Energy Capital',1
Duke Energy,'Spectra Energy Capital',1
'Duke Energy','LLC',1
Duke Energy,'LLC',1
'Duke Energy','Spectra Capital',1
Duke Energy,'Spectra Capital',1
'Duke Energy','Spectra Energy Corp',1
Duke Energy,'Spectra Energy Corp',1
Duke Energy,'Duke Energy',1
'Duke Energy','Subsidiary',1
Duke Energy,'Subsidiary',1
'Duke Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy','The Cincinnati Gas & Electric Company',1
Duke Energy,'The Cincinnati Gas & Electric Company',1
'Duke Energy','The Bank of New York',1
Duke Energy,'The Bank of New York',1
'Duke Energy','Mellon Trust Company',1
Duke Energy,'Mellon Trust Company',1
'Duke Energy','N.A.',1
Duke Energy,'N.A.',1
Duke Energy,'Duke Energy',1
'Duke Energy','U.S. Treasury',1
Duke Energy,'U.S. Treasury',1
Duke Energy,'Duke Energy',1
'Duke Energy','Voluntary Employees’ Beneficiary Association',1
Duke Energy,'Voluntary Employees’ Beneficiary Association',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','ADIT',1
Duke Energy,'ADIT',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Bison',1
Duke Energy,'Bison',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Commercial',1
Duke Energy,'Commercial',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Consolidated Statements of Operations',1
Duke Energy,'Consolidated Statements of Operations',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Bison Insurance Company Limited',1
Duke Energy,'Bison Insurance Company Limited',1
'Duke Energy’s','Bison',1
Duke Energy,'Bison',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','EPS',1
Duke Energy,'EPS',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Electric   Utilities',1
Duke Energy,'Electric   Utilities',1
'Duke Energy’s','Infrastructure,1
Duke Energy,'Infrastructure,1
'Duke Energy’s',Gas Utilities',1
Duke Energy,Gas Utilities',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','II',1
Duke Energy,'II',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Master Credit Facility',1
Duke Energy,'Master Credit Facility',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Master Credit Facility',1
Duke Energy,'Master Credit Facility',1
'Duke Energy’s','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','NMC',1
Duke Energy,'NMC',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','National Methanol Company',1
Duke Energy,'National Methanol Company',1
'Duke Energy’s','IRP',1
Duke Energy,'IRP',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','OVEC',1
Duke Energy,'OVEC',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Progress',1
Duke Energy,'Progress',1
'Duke Energy’s','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','Securities',1
Duke Energy,'Securities',1
'Duke Energy’s','Exchange Commission',1
Duke Energy,'Exchange Commission',1
'Duke Energy’s','SEC',1
Duke Energy,'SEC',1
Duke Energy,'Duke Energy’s',1
'Duke Energy’s','TSR',1
Duke Energy,'TSR',1
Duke Energy,'Duke',1
'Duke','Consolidated',1
Duke Energy,'Consolidated',1
Duke Energy,'Duke',1
'Duke','Energy Indiana',1
Duke Energy,'Energy Indiana',1
Duke Energy,'Duke',1
'Duke','Energy Kentucky',1
Duke Energy,'Energy Kentucky',1
Duke Energy,'Duke',1
'Duke','FERC',1
Duke Energy,'FERC',1
Duke Energy,'E ENERGY INDIANA',1
'E ENERGY INDIANA','LLC • PIEDMONT NATURAL GAS COMPANY',1
Duke Energy,'LLC • PIEDMONT NATURAL GAS COMPANY',1
'E ENERGY INDIANA','INC.Combined Notes',1
Duke Energy,'INC.Combined Notes',1
'E ENERGY INDIANA','Consolidated Financial Statements',1
Duke Energy,'Consolidated Financial Statements',1
Duke Energy,'EDA',1
'EDA','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'EDA',1
'EDA','EDA',1
Duke Energy,'EDA',1
Duke Energy,'ENERGY INDIANA',1
'ENERGY INDIANA','LLC • PIEDMONT NATURAL GAS COMPANY',1
Duke Energy,'LLC • PIEDMONT NATURAL GAS COMPANY',1
'ENERGY INDIANA','INC.Combined Notes',1
Duke Energy,'INC.Combined Notes',1
'ENERGY INDIANA','Consolidated Financial Statements',1
Duke Energy,'Consolidated Financial Statements',1
Duke Energy,'ENERGY OHIO,1
'ENERGY OHIO,INC.',1
Duke Energy,INC.',1
'ENERGY OHIO,'DUKE ENERGY INDIANA',1
Duke Energy,'DUKE ENERGY INDIANA',1
'ENERGY OHIO,'LLC • PIEDMONT NATURAL GAS COMPANY',1
Duke Energy,'LLC • PIEDMONT NATURAL GAS COMPANY',1
'ENERGY OHIO,'INC.Combined Notes',1
Duke Energy,'INC.Combined Notes',1
'ENERGY OHIO,'Consolidated Financial Statements',1
Duke Energy,'Consolidated Financial Statements',1
Duke Energy,'EPA',1
'EPA','ANPRM',1
Duke Energy,'ANPRM',1
'EPA','CPP',1
Duke Energy,'CPP',1
Duke Energy,'EPA',1
'EPA','Advance',1
Duke Energy,'Advance',1
'EPA','ANPRM',1
Duke Energy,'ANPRM',1
'EPA','CPP',1
Duke Energy,'CPP',1
Duke Energy,'EPA',1
'EPA','CCR',1
Duke Energy,'CCR',1
Duke Energy,'EPA',1
'EPA','CPP',1
Duke Energy,'CPP',1
Duke Energy,'EPA',1
'EPA','Federal Register',1
Duke Energy,'Federal Register',1
Duke Energy,'EPA',1
'EPA','Motion to Govern Further Proceedings',1
Duke Energy,'Motion to Govern Further Proceedings',1
Duke Energy,'EPA',1
'EPA','NPR',1
Duke Energy,'NPR',1
Duke Energy,'EPA',1
'EPA','NPR',1
Duke Energy,'NPR',1
'EPA','CPP',1
Duke Energy,'CPP',1
'EPA','EPA',1
Duke Energy,'EPA',1
'EPA','CAA',1
Duke Energy,'CAA',1
'EPA','CPP',1
Duke Energy,'CPP',1
Duke Energy,'EPA',1
'EPA','NPR',1
Duke Energy,'NPR',1
'EPA','CPP',1
Duke Energy,'CPP',1
'EPA','EPA',1
Duke Energy,'EPA',1
'EPA','CPP',1
Duke Energy,'CPP',1
Duke Energy,'ETR',1
'ETR','ETR',1
Duke Energy,'ETR',1
Duke Energy,'Electric   Utilities',1
'Electric   Utilities','$',1
Duke Energy,'$',1
Duke Energy,'Electric   Utilities',1
'Electric   Utilities','Infrastructure,1
Duke Energy,'Infrastructure,1
'Electric   Utilities',Gas Utilities',1
Duke Energy,Gas Utilities',1
Duke Energy,'Electric Operations',1
'Electric Operations','MW',1
Duke Energy,'MW',1
Duke Energy,'Electric Utilities',1
'Electric Utilities','EPA',1
Duke Energy,'EPA',1
Duke Energy,'Electric Utilities',1
'Electric Utilities','Gas Utilities',1
Duke Energy,'Gas Utilities',1
Duke Energy,'Electric Utilities',1
'Electric Utilities','Infrastructure Gas Utilities',1
Duke Energy,'Infrastructure Gas Utilities',1
Duke Energy,'Electric Utilities',1
'Electric Utilities','Infrastructure and Commercial Renewables',1
Duke Energy,'Infrastructure and Commercial Renewables',1
Duke Energy,'Electric Utilities',1
'Electric Utilities','Infrastructure and Gas  Utilities',1
Duke Energy,'Infrastructure and Gas  Utilities',1
Duke Energy,'Electric Utilities',1
'Electric Utilities','Infrastructure',1
Duke Energy,'Infrastructure',1
'Electric Utilities','Duke-American Transmission Co.',1
Duke Energy,'Duke-American Transmission Co.',1
'Electric Utilities','DATC',1
Duke Energy,'DATC',1
'Electric Utilities','American Transmission Company',1
Duke Energy,'American Transmission Company',1
Duke Energy,'Electric',1
'Electric','II',1
Duke Energy,'II',1
Duke Energy,'Electric',1
'Electric','KPSC',1
Duke Energy,'KPSC',1
'Electric','NCUC',1
Duke Energy,'NCUC',1
Duke Energy,'Emerald State Solar',1
'Emerald State Solar','LLC',1
Duke Energy,'LLC',1
'Emerald State Solar','Tranche A',1
Duke Energy,'Tranche A',1
Duke Energy,'Energy Capacity and',1
'Energy Capacity and','Infrastructure',1
Duke Energy,'Infrastructure',1
'Energy Capacity and','MW',1
Duke Energy,'MW',1
